hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,adr_bin,is_international
City Hotel,1,196,2016,August,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,128.7,0,0,101-150,True
City Hotel,0,193,2017,August,0,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,175.5,0,1,150+,True
City Hotel,1,84,2017,June,0,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,120.0,0,1,101-150,True
City Hotel,1,56,2016,August,2,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,109.8,0,0,101-150,True
City Hotel,0,31,2017,March,0,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,98.0,0,0,51-100,True
City Hotel,1,56,2017,February,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,29,Transient,60.0,0,0,51-100,True
City Hotel,1,37,2017,March,1,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,104.55,0,0,101-150,True
Resort Hotel,0,74,2016,March,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,62.38,0,1,51-100,True
Resort Hotel,0,133,2016,June,1,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,0,No Deposit,250,Transient,63.75,0,0,51-100,True
City Hotel,0,4,2016,March,0,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,137.0,0,0,101-150,True
Resort Hotel,1,181,2017,March,6,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,440,Transient-Party,58.6,0,0,51-100,True
Resort Hotel,1,107,2017,May,2,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,147.0,0,0,101-150,True
City Hotel,1,323,2016,May,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
City Hotel,0,306,2017,March,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,86.35,1,2,51-100,True
City Hotel,0,90,2016,September,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,167.4,1,2,150+,True
City Hotel,1,134,2017,February,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,30,Transient-Party,75.0,0,0,51-100,True
Resort Hotel,0,50,2016,March,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,56.0,0,1,51-100,True
City Hotel,0,4,2017,March,1,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,2,No Deposit,0,Transient,88.2,0,0,51-100,True
City Hotel,1,21,2017,July,2,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,130.0,0,1,101-150,True
City Hotel,0,0,2017,January,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,99.0,0,2,51-100,True
City Hotel,0,76,2016,May,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,3,No Deposit,9,Transient,131.26,0,1,101-150,True
City Hotel,1,30,2016,May,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,8,Transient,98.1,0,0,51-100,True
City Hotel,0,8,2017,February,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,97.0,1,0,51-100,True
City Hotel,1,98,2015,November,1,1,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,37,Transient-Party,84.0,0,0,51-100,True
City Hotel,1,49,2016,December,4,2,1,0,BB,AGO,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,105.4,0,1,101-150,True
City Hotel,1,207,2015,September,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,20,Transient,48.0,0,0,0-50,True
City Hotel,0,26,2016,November,2,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,0,No Deposit,8,Transient,108.58,0,1,101-150,True
City Hotel,1,103,2016,April,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,119,Transient,115.0,0,0,101-150,True
City Hotel,0,101,2016,November,0,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,144.45,0,2,101-150,True
Resort Hotel,0,103,2016,February,0,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,0,No Deposit,332,Transient-Party,50.0,0,0,0-50,True
Resort Hotel,0,39,2016,February,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,58.0,1,0,51-100,True
City Hotel,1,106,2017,June,0,1,0,1,BB,FRA,Direct,Direct,0,0,0,B,1,No Deposit,14,Transient,121.5,0,1,101-150,True
Resort Hotel,0,156,2017,May,2,2,0,0,HB,IRL,Groups,TA/TO,0,0,0,E,0,No Deposit,434,Transient-Party,102.0,0,0,101-150,True
City Hotel,1,13,2016,August,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,122.0,0,0,101-150,True
City Hotel,0,76,2016,December,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,79.2,0,1,51-100,True
City Hotel,1,115,2016,March,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,41,Transient,70.0,0,0,51-100,True
City Hotel,1,350,2016,June,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,29,Transient,140.0,0,0,101-150,True
City Hotel,1,300,2016,November,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,65.0,0,0,51-100,True
Resort Hotel,1,226,2016,December,2,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,52.33,0,0,51-100,True
City Hotel,0,64,2016,March,0,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,0,No Deposit,8,Transient,89.3,0,1,51-100,True
City Hotel,0,8,2016,November,0,2,0,0,SC,IND,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,116.67,0,1,101-150,True
City Hotel,0,2,2017,January,0,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,0,No Deposit,29,Transient-Party,95.0,0,0,51-100,True
Resort Hotel,0,41,2016,November,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,250,Transient,43.2,0,0,0-50,True
City Hotel,1,132,2017,June,2,2,1,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,135.0,0,0,101-150,True
City Hotel,1,132,2016,August,0,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,137.7,0,0,101-150,True
City Hotel,0,11,2016,February,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,1,1,0,D,0,No Deposit,83,Transient,93.8,0,0,51-100,True
Resort Hotel,0,37,2016,March,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,1,No Deposit,240,Transient,58.0,0,2,51-100,True
City Hotel,1,3,2015,September,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,1,No Deposit,1,Transient-Party,0.0,0,0,,True
City Hotel,1,1,2016,December,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,128.52,0,0,101-150,True
Resort Hotel,0,20,2015,November,2,2,0,1,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,69,Transient,29.0,0,1,0-50,True
City Hotel,1,139,2017,June,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,2,No Deposit,14,Transient,188.5,0,0,150+,True
City Hotel,0,38,2017,June,0,1,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,112.0,0,2,101-150,True
City Hotel,1,257,2015,July,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,6,Transient,101.5,0,0,101-150,True
City Hotel,1,10,2017,May,2,2,0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,150.0,0,1,101-150,True
Resort Hotel,0,117,2016,July,2,2,0,0,HB,Unknown,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,241.0,1,2,150+,False
City Hotel,0,140,2015,November,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,3,No Deposit,29,Transient-Party,75.0,0,0,51-100,True
City Hotel,1,43,2016,February,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,11,Transient,86.61,0,0,51-100,True
City Hotel,1,44,2016,October,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,8,Transient,108.0,0,1,101-150,True
City Hotel,1,155,2017,August,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,175.5,0,0,150+,True
City Hotel,0,138,2015,July,0,2,0,0,BB,BRA,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,60.0,0,0,51-100,True
Resort Hotel,0,26,2016,November,0,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,57,Transient,30.6,0,0,0-50,True
City Hotel,0,22,2015,September,0,2,0,0,BB,KAZ,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Contract,105.0,0,2,101-150,True
City Hotel,0,12,2015,October,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,37,Transient-Party,85.67,0,0,51-100,True
City Hotel,0,207,2016,July,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,1,No Deposit,14,Transient-Party,83.76,0,1,51-100,True
City Hotel,0,15,2016,January,0,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,80.3,0,1,51-100,True
Resort Hotel,0,44,2015,October,2,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,26,Transient,70.5,0,1,51-100,True
Resort Hotel,1,375,2016,October,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,143,Contract,59.5,0,0,51-100,True
City Hotel,0,54,2015,December,0,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,104,Transient,62.67,0,0,51-100,True
City Hotel,1,223,2017,August,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,130.5,0,0,101-150,True
City Hotel,1,59,2016,July,2,0,3,0,BB,PRT,Direct,Direct,0,0,0,B,0,No Deposit,0,Transient,9.0,0,2,0-50,True
City Hotel,0,53,2016,October,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,77,Transient-Party,120.0,0,0,101-150,True
City Hotel,1,105,2017,April,2,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,118.29,0,1,101-150,True
City Hotel,1,176,2016,August,0,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,137.7,0,2,101-150,True
City Hotel,1,97,2015,October,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,29,Transient,140.0,0,0,101-150,True
City Hotel,1,300,2016,November,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,65.0,0,0,51-100,True
City Hotel,1,114,2016,July,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,192,Transient,75.0,0,0,51-100,True
Resort Hotel,1,157,2017,July,2,1,2,0,HB,ESP,Online TA,TA/TO,0,0,0,C,0,No Deposit,240,Transient,266.5,0,1,150+,True
City Hotel,0,0,2015,September,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,95.0,0,0,51-100,True
City Hotel,1,337,2016,June,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
Resort Hotel,0,171,2016,July,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,8,Transient-Party,88.11,0,1,51-100,True
City Hotel,1,265,2016,April,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,30,Transient-Party,101.0,0,0,101-150,True
City Hotel,1,71,2016,June,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,236,Transient,120.0,0,0,101-150,True
City Hotel,0,118,2016,June,1,1,0,0,BB,USA,Offline TA/TO,Corporate,0,0,0,A,1,No Deposit,191,Transient-Party,110.0,0,2,101-150,True
City Hotel,0,150,2017,April,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,0,No Deposit,14,Transient,144.0,0,0,101-150,True
City Hotel,0,8,2016,May,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,8,Transient,99.0,0,1,51-100,True
Resort Hotel,0,142,2016,October,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,Transient,95.71,0,1,51-100,True
City Hotel,0,18,2017,May,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,126.0,0,1,101-150,True
City Hotel,1,165,2017,May,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,225.0,0,0,150+,True
City Hotel,1,297,2016,October,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,90.95,0,0,51-100,True
City Hotel,1,35,2017,May,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,229,Transient,90.0,0,0,51-100,True
City Hotel,0,71,2017,January,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,97.4,1,2,51-100,True
City Hotel,1,290,2016,June,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,3,Transient-Party,72.0,0,0,51-100,True
City Hotel,0,133,2017,June,2,2,0,0,BB,ISL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,132.43,0,0,101-150,True
City Hotel,1,54,2017,April,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,110.0,0,0,101-150,True
City Hotel,1,112,2017,April,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0,Transient,95.0,0,0,51-100,True
City Hotel,0,30,2016,September,2,2,0,0,BB,LIE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,117.0,0,2,101-150,True
Resort Hotel,0,162,2016,October,2,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,1,No Deposit,242,Transient,56.86,0,1,51-100,True
City Hotel,0,23,2017,August,0,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,No Deposit,14,Transient,189.5,0,1,150+,True
City Hotel,1,107,2016,September,1,2,0,0,SC,VEN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,118.8,0,1,101-150,True
City Hotel,1,96,2017,May,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,0,No Deposit,9,Transient,175.5,0,0,150+,True
City Hotel,0,28,2016,September,0,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,99.0,0,0,51-100,True
City Hotel,1,304,2015,August,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Transient-Party,62.0,0,0,51-100,True
Resort Hotel,0,109,2017,February,3,2,1,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,D,1,No Deposit,177,Transient,0.0,0,0,,True
Resort Hotel,0,2,2015,November,4,2,0,0,HB,CZE,Direct,Direct,0,0,0,D,1,No Deposit,250,Transient,82.69,0,1,51-100,True
City Hotel,0,59,2016,March,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,118,Transient,74.83,0,0,51-100,True
City Hotel,1,31,2017,April,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,120.0,0,0,101-150,True
Resort Hotel,0,113,2016,May,4,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,147,Transient,78.94,0,1,51-100,True
Resort Hotel,0,0,2016,January,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,34.2,0,0,0-50,True
City Hotel,1,158,2016,May,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,37,Transient,130.0,0,0,101-150,True
City Hotel,0,163,2017,June,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient-Party,130.5,0,2,101-150,True
City Hotel,0,23,2016,January,2,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,26,Transient-Party,87.0,0,0,51-100,True
City Hotel,0,226,2016,October,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,3,Transient-Party,70.0,0,1,51-100,True
City Hotel,1,73,2017,May,0,1,0,0,BB,MAC,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,153.0,0,0,150+,True
City Hotel,1,10,2016,November,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,83,Transient,120.0,0,0,101-150,True
City Hotel,0,249,2017,July,0,1,1,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,68.61,0,1,51-100,True
City Hotel,1,454,2016,October,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
City Hotel,1,29,2016,November,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28,Transient,67.5,0,1,51-100,True
City Hotel,1,142,2016,April,2,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,Transient,89.0,0,0,51-100,True
City Hotel,1,398,2016,August,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
City Hotel,1,70,2016,September,0,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,7,Transient,166.9,0,0,150+,True
City Hotel,0,24,2017,February,2,1,0,0,BB,MAR,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,75.0,0,0,51-100,True
City Hotel,0,5,2015,October,1,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,112,Transient-Party,90.0,0,0,51-100,True
City Hotel,1,260,2016,September,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient-Party,113.4,0,0,101-150,True
City Hotel,1,59,2017,April,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,133.0,0,0,101-150,True
Resort Hotel,0,68,2017,May,4,1,0,0,BB,BEL,Direct,Direct,0,0,0,F,1,No Deposit,250,Group,120.0,0,2,101-150,True
Resort Hotel,1,74,2016,February,1,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,68,Transient,70.0,0,0,51-100,True
Resort Hotel,0,18,2017,February,1,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,95,Transient,60.0,0,0,51-100,True
City Hotel,0,114,2017,June,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,97.02,0,0,51-100,True
City Hotel,0,16,2016,June,0,2,0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,101.0,0,1,101-150,True
City Hotel,1,164,2017,May,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,160.0,0,0,150+,True
Resort Hotel,1,33,2015,November,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,1,No Deposit,324,Transient-Party,36.0,0,0,0-50,True
City Hotel,1,16,2017,July,2,3,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,212.67,0,0,150+,True
Resort Hotel,1,63,2016,September,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,96,Transient-Party,76.0,0,0,51-100,True
City Hotel,1,178,2015,July,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,0,No Deposit,9,Transient,76.5,0,2,51-100,True
City Hotel,1,108,2017,August,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,125.0,0,1,101-150,True
City Hotel,0,0,2016,March,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient-Party,129.0,0,0,101-150,True
City Hotel,1,60,2016,July,0,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,0,No Deposit,9,Transient,177.3,0,0,150+,True
City Hotel,0,133,2017,April,0,2,0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,390,Transient-Party,124.0,0,0,101-150,True
Resort Hotel,0,15,2017,March,2,2,0,0,Undefined,PRT,Corporate,Corporate,0,0,0,A,1,No Deposit,0,Transient-Party,120.0,0,0,101-150,True
City Hotel,0,22,2016,April,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,1,No Deposit,7,Transient,156.7,0,2,150+,True
Resort Hotel,0,2,2017,June,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,180.33,0,1,150+,True
Resort Hotel,0,131,2016,June,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,8,Transient,81.2,0,0,51-100,True
City Hotel,0,457,2017,August,0,2,0,0,HB,AUT,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,6,Transient-Party,122.4,0,1,101-150,True
City Hotel,0,236,2017,February,1,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,122.4,0,1,101-150,True
City Hotel,0,107,2017,March,0,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,93.6,0,2,51-100,True
City Hotel,0,20,2015,September,0,2,0,0,BB,AGO,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,105.0,0,1,101-150,True
City Hotel,0,20,2015,September,0,1,0,0,BB,AGO,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,95.0,0,1,51-100,True
City Hotel,0,88,2017,March,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,97.2,0,2,51-100,True
City Hotel,0,77,2017,February,0,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,15,Transient,82.8,0,1,51-100,True
City Hotel,1,368,2017,June,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,229,Transient,90.0,0,0,51-100,True
City Hotel,1,372,2016,July,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
City Hotel,0,116,2016,September,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,125.1,0,2,101-150,True
City Hotel,0,3,2015,September,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,0,No Deposit,14,Transient,127.8,0,0,101-150,True
City Hotel,0,3,2017,April,1,1,0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,150.0,0,1,101-150,True
Resort Hotel,1,70,2016,October,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,251,Transient,59.0,0,0,51-100,True
City Hotel,1,132,2017,January,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,88.4,0,1,51-100,True
City Hotel,0,139,2016,July,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,96.3,0,1,51-100,True
Resort Hotel,0,0,2016,February,1,1,0,0,HB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,46.0,0,0,0-50,True
City Hotel,0,144,2016,August,1,1,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,97.85,0,1,51-100,True
City Hotel,0,1,2015,September,0,2,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,0,No Deposit,92,Transient-Party,85.0,0,0,51-100,True
Resort Hotel,0,7,2017,April,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient-Party,105.0,0,1,101-150,True
Resort Hotel,0,4,2017,February,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,0,No Deposit,0,Transient,35.0,0,1,0-50,True
Resort Hotel,0,10,2016,August,2,1,1,0,BB,CHE,Online TA,TA/TO,0,0,0,D,1,No Deposit,240,Transient,242.33,0,1,150+,True
City Hotel,0,159,2017,February,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,79.2,0,1,51-100,True
City Hotel,1,37,2016,December,0,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,88.0,0,0,51-100,True
Resort Hotel,0,225,2016,May,1,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,2,No Deposit,0,Transient-Party,68.0,0,0,51-100,True
City Hotel,0,43,2015,September,0,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Contract,94.5,0,2,51-100,True
Resort Hotel,0,280,2017,June,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,150.81,0,3,150+,True
Resort Hotel,0,2,2017,February,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,60.0,1,2,51-100,True
Resort Hotel,0,188,2016,July,4,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,243,Contract,116.1,0,0,101-150,True
City Hotel,0,81,2017,April,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,114.75,0,3,101-150,True
Resort Hotel,0,236,2016,September,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,0,Transient,100.89,0,0,101-150,True
Resort Hotel,0,18,2016,May,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient-Party,42.0,0,0,0-50,True
City Hotel,1,239,2015,October,0,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Transient,60.0,0,0,51-100,True
City Hotel,0,43,2015,October,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,63,Transient-Party,85.0,0,0,51-100,True
City Hotel,0,171,2017,March,2,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,80.0,0,2,51-100,True
City Hotel,0,16,2015,September,0,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,1,No Deposit,1,Transient-Party,170.0,0,0,150+,True
